CFOP;Tipo;Categoria;Descrição Resumida do CFOP;Aplicação;Início da Vigência;Fim da Vigência;Válido para NFe (indNFe);Válido para Serviços de Comunicação (indComunica);Válido para Retenção de ICMS de Transporte (indTransp);Válido para Devolução (indDevol);Válido para Retorno de Mercadorias (indRetor);Válido para Anulação de Valor (indAnula);Válido para Remessa de Mercadorias (indRemes);Válido para Operações com Combustível (indComb);Válido para NFCe;Válido para CTe;Válido para CTe OS
5.113;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.113 - Venda de produção do estabelecimento remetida anteriormente em consignação mercantil;Classificam-se neste código as vendas efetivas de produtos industrializados no estabelecimento remetidos anteriormente a título de consignação mercantil.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.114;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.114 - Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação mercantil;Classificam-se neste código as vendas efetivas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, remetidas anteriormente a título de consignação mercantil.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.115;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.115 - Venda de mercadoria adquirida ou recebida de terceiros, recebida anteriormente em consignação mercantil;Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, recebidas anteriormente a título de consignação mercantil.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não
5.116;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.116 - Venda de produção do estabelecimento originada de encomenda p/ entrega futura;"Venda de produto industrializado ou produzido pelo estabelecimento, quando da saída real do produto, cujo faturamento tenha sido classificado no código ""5.922 – Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)";01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.117;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.117 - Venda de mercadoria adquirida ou recebida de terceiros, originada de encomenda p/ entrega futura;Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, quando da saída real da mercadoria, cujo faturamento tenha sido classificado no código 5.922 - Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.118;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.118 - Venda de produção do estabelecimento entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem;Classificam-se neste código as vendas à ordem de produtos industrializados pelo estabelecimento, entregues ao destinatário por conta e ordem do adquirente originário.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.119;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.119 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem;Classificam-se neste código as vendas à ordem de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, entregues ao destinatário por conta e ordem do adquirente originário.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.120;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.120 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem;Classificam-se neste código as vendas à ordem de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, entregues pelo vendedor remetente ao destinatário, cuja compra seja classificada, pelo adquirente originário, no código 1.118 - Compra de mercadoria pelo adquirente originário, entregue pelo vendedor remetente ao destinatário, em venda à ordem.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.122;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.122 - Venda de produção do estabelecimento remetida p/ industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente;Classificam-se neste código as vendas de produtos industrializados no estabelecimento, remetidos para serem industrializados em outro estabelecimento, por conta e ordem do adquirente, sem que os produtos tenham transitado pelo estabelecimento do adquirente.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.123;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.123 - Venda de mercadoria adquirida ou recebida de terceiros remetida p/ industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente;Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, remetidas para serem industrializadas em outro estabelecimento, por conta e ordem do adquirente, sem que as mercadorias tenham transitado pelo estabelecimento do adquirente.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.124;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.124 - Industrialização efetuada p/ outra empresa;Classificam-se neste código as saídas de mercadorias industrializadas para terceiros, compreendendo os valores referentes aos serviços prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.125;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.125 - Industrialização efetuada p/ outra empresa quando a mercadoria recebida p/ utilização no processo de industrialização não transitar pelo estabelecimento adquirente da mercadoria;Classificam-se neste código as saídas de mercadorias industrializadas para outras empresas, em que as mercadorias recebidas para utilização no processo de industrialização não tenham transitado pelo estabelecimento do adquirente das mercadorias, compreendendo os valores referentes aos serviços prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.129;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.129 - Venda de insumo importado e de mercadoria industrializada sob o amparo do Regime Aduaneiro Especial de Entreposto Industrial (Recof-Sped);Classificam-se neste código as vendas de insumos importados e de produtos industrializados pelo próprio estabelecimento sob amparo do Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped). (AJUSTE SINIEF 5, DE 7 DE MARÇO DE 2016) efeitos a partir de 1º de abril de 2016.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.131;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.131 - Remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço, de ato cooperativo;Classificam-se neste código as saídas de produção de cooperativa, de estabelecimento de cooperado, com previsão de posterior ajuste ou fixação de preço (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.;01/01/2018;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.132;5.000 - Saídas ou Prestações de Serviços para o Estado;5.100 - Vendas De Produção Própria Ou De Terceiros;5.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo;Classificam-se neste código a fixação de preço de produção do estabelecimento do produtor, inclusive quando cuja remessa anterior tenha sido classificada sob o código “5.131 - Remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço, de ato cooperativo.”, (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.;01/01/2018;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.151;5.000 - Saídas ou Prestações de Serviços para o Estado;5.150 - Transferências De Produção Própria Ou De Terceiros;5.151 - Transferência de Produção do Estabelecimento;Transferência de produto industrializado ou produzido no estabelecimento para outro estabelecimento da mesma empresa.,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.152;5.000 - Saídas ou Prestações de Serviços para o Estado;5.150 - Transferências De Produção Própria Ou De Terceiros;5.152 - Transferência de mercadoria adquirida ou recebida de terceiros;Mercadoria adquirida ou recebida de terceiros para industrialização, comercialização ou utilização na prestação de serviço e que não tenha sido objeto de qualquer processo industrial no estabelecimento, transferida para outro estabelecimento da mesma empresa. A partir 10 de julho de 2003. (Decreto nº 26.020/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.153;5.000 - Saídas ou Prestações de Serviços para o Estado;5.150 - Transferências De Produção Própria Ou De Terceiros;5.153 - Transferência de energia elétrica;Classificam-se neste código as transferências de energia elétrica para outro estabelecimento da mesma empresa, para distribuição.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.155;5.000 - Saídas ou Prestações de Serviços para o Estado;5.150 - Transferências De Produção Própria Ou De Terceiros;5.155 - Transferência de produção do estabelecimento, que não deva por ele transitar;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de produtos industrializados no estabelecimento que tenham sido remetidos para armazém geral, depósito fechado ou outro, sem que haja retorno ao estabelecimento depositante.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.156;5.000 - Saídas ou Prestações de Serviços para o Estado;5.150 - Transferências De Produção Própria Ou De Terceiros;5.156 - Transferência de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial, remetidas para armazém geral, depósito fechado ou outro, sem que haja retorno ao estabelecimento depositante.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.201;5.000 - Saídas ou Prestações de Serviços para o Estado;5.200 - Devoluções De Compras Para Industrialização, Produção Rural, Comercialização Ou Anulações De Valores (Nr Ajuste SINIEF 05/2005) (Decreto 28.868/2006);5.201 - Devolução de compra p/ industrialização ou produção rural;"Devolução de mercadoria adquirida para ser utilizada em processo de industrialização ou produção rural, cuja entrada tenha sido classificada como ""1.101 - Compra para industrialização ou produção rural"".,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.202;5.000 - Saídas ou Prestações de Serviços para o Estado;5.200 - Devoluções De Compras Para Industrialização, Produção Rural, Comercialização Ou Anulações De Valores (Nr Ajuste SINIEF 05/2005) (Decreto 28.868/2006);5.202 - Devolução de compra p/ comercialização;Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercialização.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.205;5.000 - Saídas ou Prestações de Serviços para o Estado;5.200 - Devoluções De Compras Para Industrialização, Produção Rural, Comercialização Ou Anulações De Valores (Nr Ajuste SINIEF 05/2005) (Decreto 28.868/2006);5.205 - Anulação de valor relativo a aquisição de serviço de comunicação;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de comunicação.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não
5.206;5.000 - Saídas ou Prestações de Serviços para o Estado;5.200 - Devoluções De Compras Para Industrialização, Produção Rural, Comercialização Ou Anulações De Valores (Nr Ajuste SINIEF 05/2005) (Decreto 28.868/2006);5.206 - Anulação de valor relativo a aquisição de serviço de transporte;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de transporte.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;1-Sim;1-Sim
5.207;5.000 - Saídas ou Prestações de Serviços para o Estado;5.200 - Devoluções De Compras Para Industrialização, Produção Rural, Comercialização Ou Anulações De Valores (Nr Ajuste SINIEF 05/2005) (Decreto 28.868/2006);5.207 - Anulação de valor relativo à compra de energia elétrica;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes da compra de energia elétrica.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não
5.208;5.000 - Saídas ou Prestações de Serviços para o Estado;5.200 - Devoluções De Compras Para Industrialização, Produção Rural, Comercialização Ou Anulações De Valores (Nr Ajuste SINIEF 05/2005) (Decreto 28.868/2006);5.208 - Devolução de mercadoria recebida em transferência p/ industrialização ou produção rural;Devolução de mercadoria recebida em transferência de outro estabelecimento da mesma empresa, para ser utilizada em processo de industrialização ou produção rural.,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005);01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.209;5.000 - Saídas ou Prestações de Serviços para o Estado;5.200 - Devoluções De Compras Para Industrialização, Produção Rural, Comercialização Ou Anulações De Valores (Nr Ajuste SINIEF 05/2005) (Decreto 28.868/2006);5.209 - Devolução de mercadoria recebida em transferência p/ comercialização;Classificam-se neste código as devoluções de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.210;5.000 - Saídas ou Prestações de Serviços para o Estado;5.200 - Devoluções De Compras Para Industrialização, Produção Rural, Comercialização Ou Anulações De Valores (Nr Ajuste SINIEF 05/2005) (Decreto 28.868/2006);5.210 - Devolução de compra p/ utilização na prestação de serviço;Classificam-se neste código as devoluções de mercadorias adquiridas para utilização na prestação de serviços, cujas entradas tenham sido classificadas nos códigos “1.126 - Compra para utilização na prestação de serviço sujeita ao ICMS” e “1.128 - Compra para utilização na prestação de serviço sujeita ao ISSQN. (AJUSTE SINIEF 4, DE 9 DE JULHO DE 2010) efeitos a partir de 1º de janeiro de 2011 – DECRETO 36.465/2011. Vejamais[p1];01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.213;5.000 - Saídas ou Prestações de Serviços para o Estado;5.200 - Devoluções De Compras Para Industrialização, Produção Rural, Comercialização Ou Anulações De Valores (Nr Ajuste SINIEF 05/2005) (Decreto 28.868/2006);5.213 - Devolução de entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, em ato cooperativo;Classificam-se neste código as devoluções de entradas que tenham sido classificadas no código “1.131 - Entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo.”, (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.;01/01/2018;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.214;5.000 - Saídas ou Prestações de Serviços para o Estado;5.200 - Devoluções De Compras Para Industrialização, Produção Rural, Comercialização Ou Anulações De Valores (Nr Ajuste SINIEF 05/2005) (Decreto 28.868/2006);5.214 - Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização;Classificam-se neste código as devoluções de fixação de preço de mercadorias do estabelecimento produtor cuja entrada para comercialização tenha sido classificada no código “1.132 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo.”, (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.;01/01/2018;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.215;5.000 - Saídas ou Prestações de Serviços para o Estado;5.200 - Devoluções De Compras Para Industrialização, Produção Rural, Comercialização Ou Anulações De Valores (Nr Ajuste SINIEF 05/2005) (Decreto 28.868/2006);5.215 - Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para industrialização;Classificam-se neste código as devoluções de fixação de preço de mercadorias do estabelecimento produtor cuja entrada para industrialização tenha sido classificada no código “1.135 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo.”, (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.;01/01/2018;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.251;5.000 - Saídas ou Prestações de Serviços para o Estado;5.250 - Vendas De Energia Elétrica;5.251 - Venda de energia elétrica p/ distribuição ou comercialização;Classificam-se neste código as vendas de energia elétrica destinada à distribuição ou comercialização. Também serão classificadas neste código as vendas de energia elétrica destinada a cooperativas para distribuição aos seus cooperados.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.252;5.000 - Saídas ou Prestações de Serviços para o Estado;5.250 - Vendas De Energia Elétrica;5.252 - Venda de energia elétrica p/ estabelecimento industrial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento industrial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento industrial de cooperativa.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.253;5.000 - Saídas ou Prestações de Serviços para o Estado;5.250 - Vendas De Energia Elétrica;5.253 - Venda de energia elétrica p/ estabelecimento comercial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento comercial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento comercial de cooperativa.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.254;5.000 - Saídas ou Prestações de Serviços para o Estado;5.250 - Vendas De Energia Elétrica;5.254 - Venda de energia elétrica p/ estabelecimento prestador de serviço de transporte;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de transporte.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.255;5.000 - Saídas ou Prestações de Serviços para o Estado;5.250 - Vendas De Energia Elétrica;5.255 - Venda de energia elétrica p/ estabelecimento prestador de serviço de comunicação;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de comunicação.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.256;5.000 - Saídas ou Prestações de Serviços para o Estado;5.250 - Vendas De Energia Elétrica;5.256 - Venda de energia elétrica p/ estabelecimento de produtor rural;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de produtor rural.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.257;5.000 - Saídas ou Prestações de Serviços para o Estado;5.250 - Vendas De Energia Elétrica;5.257 - Venda de energia elétrica p/ consumo por demanda contratada;Classificam-se neste código as vendas de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.258;5.000 - Saídas ou Prestações de Serviços para o Estado;5.250 - Vendas De Energia Elétrica;5.258 - Venda de energia elétrica a não contribuinte;Classificam-se neste código as vendas de energia elétrica a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.301;5.000 - Saídas ou Prestações de Serviços para o Estado;5.300 - Prestações De Serviços De Comunicação;5.301 - Prestação de serviço de comunicação p/ execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.302;5.000 - Saídas ou Prestações de Serviços para o Estado;5.300 - Prestações De Serviços De Comunicação;5.302 - Prestação de serviço de comunicação a estabelecimento industrial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento industrial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento industrial de cooperativa.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.303;5.000 - Saídas ou Prestações de Serviços para o Estado;5.300 - Prestações De Serviços De Comunicação;5.303 - Prestação de serviço de comunicação a estabelecimento comercial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento comercial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento comercial de cooperativa.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.304;5.000 - Saídas ou Prestações de Serviços para o Estado;5.300 - Prestações De Serviços De Comunicação;5.304 - Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento prestador de serviço de transporte.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.305;5.000 - Saídas ou Prestações de Serviços para o Estado;5.300 - Prestações De Serviços De Comunicação;5.305 - Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.306;5.000 - Saídas ou Prestações de Serviços para o Estado;5.300 - Prestações De Serviços De Comunicação;5.306 - Prestação de serviço de comunicação a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de produtor rural.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.307;5.000 - Saídas ou Prestações de Serviços para o Estado;5.300 - Prestações De Serviços De Comunicação;5.307 - Prestação de serviço de comunicação a não contribuinte;Classificam-se neste código as prestações de serviços de comunicação a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
5.351;5.000 - Saídas ou Prestações de Serviços para o Estado;5.350 - Prestações De Serviços De Transporte;5.351 - Prestação de serviço de transporte p/ execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de transporte destinados às prestações de serviços da mesma natureza.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;1-Sim
5.352;5.000 - Saídas ou Prestações de Serviços para o Estado;5.350 - Prestações De Serviços De Transporte;5.352 - Prestação de serviço de transporte a estabelecimento industrial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento industrial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento industrial de cooperativa.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;1-Sim
5.353;5.000 - Saídas ou Prestações de Serviços para o Estado;5.350 - Prestações De Serviços De Transporte;5.353 - Prestação de serviço de transporte a estabelecimento comercial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento comercial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento comercial de cooperativa.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;1-Sim
5.354;5.000 - Saídas ou Prestações de Serviços para o Estado;5.350 - Prestações De Serviços De Transporte;5.354 - Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação;Classificam-se neste código as prestações de serviços de transporte a estabelecimento prestador de serviços de comunicação.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;1-Sim
5.355;5.000 - Saídas ou Prestações de Serviços para o Estado;5.350 - Prestações De Serviços De Transporte;5.355 - Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;1-Sim
5.356;5.000 - Saídas ou Prestações de Serviços para o Estado;5.350 - Prestações De Serviços De Transporte;5.356 - Prestação de serviço de transporte a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de produtor rural.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;1-Sim
5.357;5.000 - Saídas ou Prestações de Serviços para o Estado;5.350 - Prestações De Serviços De Transporte;5.357 - Prestação de serviço de transporte a não contribuinte;Classificam-se neste código as prestações de serviços de transporte a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;1-Sim
